Breed	Age	Gender	Weight	ExpectedWeight	PctOfExpected	Label	IsolationForest_Score	IsolationForest_Flag	
Sahiwal	72	Male	537.3	530.9	101.2	Normal	-0.0538	Flagged - Unusual, Needs Review	
Red Chittagong	52	Female	280.1	264.6	105.9	Normal	0.116	Normal	
Local Zebu	20	Male	143.8	140.2	102.6	Normal	0.0844	Normal	
Local Zebu	41	Female	226	229.9	98.3	Normal	0.1358	Normal	
Local Zebu	11	Female	80.7	83.6	96.5	Normal	0.1094	Normal	
Sahiwal	25	Female	191.3	192.4	99.4	Normal	0.1075	Normal	
Local Zebu	17	Female	112.3	112.9	99.5	Normal	0.1325	Normal	
Sindhi Cross	13	Male	134.2	123.3	108.8	Normal	0.0032	Normal	
Sahiwal	19	Male	171.6	170.9	100.4	Normal	0.0475	Normal	
Sindhi Cross	50	Female	339.5	328.5	103.3	Normal	0.0548	Normal	
Local Zebu	54	Female	292	293.2	99.6	Normal	0.1366	Normal	
Sindhi Cross	68	Female	435	433.8	100.3	Normal	0.0279	Normal	
Pabna	68	Male	394.2	424.2	92.9	Normal	0.0347	Normal	
Red Chittagong	65	Male	369.9	356.1	103.9	Normal	0.0364	Normal	
Sindhi Cross	26	Male	212.1	206.9	102.5	Normal	0.0176	Normal	
Red Chittagong	39	Female	220.4	205.4	107.3	Normal	0.1193	Normal	
Sahiwal	70	Female	426.8	470.2	90.8	Normal	0.0364	Normal	
Local Zebu	52	Female	314.8	283.5	111	Normal	0.1409	Normal	
Sahiwal	55	Male	413.3	415.4	99.5	Normal	0.0394	Normal	
Sahiwal	25	Female	209	192.4	108.6	Normal	0.103	Normal	
Brahman Cross	20	Male	180.8	196.4	92.1	Normal	0.0249	Normal	
Local Zebu	22	Male	85.6	151	56.7	Underweight	0.0456	Normal	
Local Zebu	55	Female	282.3	298.1	94.7	Normal	0.1326	Normal	
Sahiwal	38	Male	290.6	299.9	96.9	Normal	0.0531	Normal	
Sahiwal	7	Female	109.9	81.2	135.3	Overweight	0.0413	Normal	
Pabna	16	Female	112.3	115.2	97.5	Normal	0.1092	Normal	
Red Chittagong	59	Female	299.7	296.4	101.1	Normal	0.1039	Normal	
Local Zebu	40	Female	238.1	225	105.8	Normal	0.1376	Normal	
Holstein Cross	15	Female	165.6	158.1	104.7	Normal	0.0801	Normal	
Local Zebu	35	Female	202.9	200.6	101.1	Normal	0.1418	Normal	
Pabna	37	Female	229.9	224.4	102.5	Normal	0.1251	Normal	
Brahman Cross	59	Female	480.7	444.7	108.1	Normal	0.0292	Normal	
Brahman Cross	64	Female	477.9	478.8	99.8	Normal	0.0268	Normal	
Local Zebu	29	Female	174.4	171.4	101.8	Normal	0.1422	Normal	
Brahman Cross	62	Female	480.9	465.2	103.4	Normal	0.0285	Normal	
Brahman Cross	47	Female	379.4	362.8	104.6	Normal	0.0663	Normal	
Brahman Cross	47	Female	380.6	362.8	104.9	Normal	0.0658	Normal	
Local Zebu	38	Female	224.8	215.2	104.5	Normal	0.1357	Normal	
Sindhi Cross	6	Female	54	71.1	75.9	Underweight	-0.0384	Flagged - Potential Sickness	
Brahman Cross	72	Male	611.2	586.7	104.2	Normal	-0.0815	Flagged - Unusual, Needs Review	
Local Zebu	34	Male	198.1	215.3	92	Normal	0.0837	Normal	
Sahiwal	41	Female	295.7	291.2	101.5	Normal	0.0963	Normal	
Brahman Cross	25	Male	222.6	233.9	95.2	Normal	0.0337	Normal	
Local Zebu	39	Female	219.2	220.1	99.6	Normal	0.1362	Normal	
Local Zebu	44	Male	273.9	269	101.8	Normal	0.0996	Normal	
Sindhi Cross	15	Female	128.6	123.8	103.9	Normal	0.0488	Normal	
Local Zebu	18	Female	124.1	117.8	105.3	Normal	0.1375	Normal	
Sahiwal	54	Male	600.3	408.6	146.9	Overweight	-0.0417	Flagged - Unusual, Needs Review	
Holstein Cross	59	Female	493.8	487	101.4	Normal	0.0335	Normal	
Sahiwal	7	Female	77.6	81.2	95.6	Normal	0.0326	Normal	
Local Zebu	11	Male	106.4	92	115.7	Normal	0.0623	Normal	
Red Chittagong	34	Male	218.8	201	108.9	Normal	0.0765	Normal	
Sindhi Cross	63	Female	386.1	404.6	95.4	Normal	0.0554	Normal	
Local Zebu	61	Male	369.1	360.1	102.5	Normal	0.0715	Normal	
Local Zebu	16	Female	118.5	108	109.7	Normal	0.1335	Normal	
Pabna	39	Male	253.8	258.3	98.3	Normal	0.0725	Normal	
Sahiwal	22	Female	194.5	173.8	111.9	Normal	0.0987	Normal	
Local Zebu	56	Female	300.7	303	99.2	Normal	0.1362	Normal	
Brahman Cross	37	Male	325.9	324	100.6	Normal	0.0168	Normal	
Pabna	17	Male	129.8	132.4	98	Normal	0.0528	Normal	
Red Chittagong	30	Male	181.2	181	100.1	Normal	0.0694	Normal	
Local Zebu	45	Male	257.9	274.3	94	Normal	0.0958	Normal	
Holstein Cross	62	Female	487.8	509.4	95.8	Normal	0.0345	Normal	
Sindhi Cross	35	Male	288.7	264.8	109	Normal	0.0194	Normal	
Sahiwal	16	Male	211.1	150.5	140.3	Overweight	0.0356	Normal	
Holstein Cross	42	Male	381.1	395.9	96.3	Normal	0.0414	Normal	
Local Zebu	63	Female	304.8	337.1	90.4	Normal	0.1168	Normal	
Sahiwal	33	Male	256.4	266	96.4	Normal	0.0531	Normal	
Local Zebu	67	Female	336.8	356.6	94.4	Normal	0.1072	Normal	
Sahiwal	8	Female	112	87.4	128.1	Overweight	0.0517	Normal	
Pabna	38	Male	267.7	252.6	106	Normal	0.0722	Normal	
Sahiwal	40	Male	303.2	313.5	96.7	Normal	0.0535	Normal	
Local Zebu	55	Female	331.9	298.1	111.3	Normal	0.1326	Normal	
Sindhi Cross	52	Female	519	340.2	152.6	Overweight	-0.0183	Flagged - Possible Pregnancy or Overweight	
Local Zebu	54	Female	288.4	293.2	98.4	Normal	0.1358	Normal	
Sindhi Cross	68	Female	396.3	433.8	91.4	Normal	0.0367	Normal	
Local Zebu	70	Female	405.6	371.2	109.3	Normal	0.0585	Normal	
Sahiwal	11	Male	95.7	116.5	82.1	Normal	0.0181	Normal	
Red Chittagong	56	Female	358.5	282.8	126.8	Overweight	0.0964	Normal	
Red Chittagong	70	Male	396.5	381.2	104	Normal	0.0082	Normal	
Local Zebu	55	Female	334.7	298.1	112.3	Normal	0.1319	Normal	
Local Zebu	41	Male	273.6	252.9	108.2	Normal	0.0965	Normal	
Red Chittagong	23	Male	154.4	145.9	105.8	Normal	0.0763	Normal	
Sindhi Cross	35	Female	249.7	240.8	103.7	Normal	0.0667	Normal	
Red Chittagong	45	Female	245.6	232.7	105.5	Normal	0.124	Normal	
Pabna	32	Female	209.8	198.4	105.7	Normal	0.1236	Normal	
Sahiwal	31	Female	233.6	229.4	101.8	Normal	0.1066	Normal	
Sahiwal	23	Female	181.6	180	100.9	Normal	0.1026	Normal	
Sahiwal	26	Male	217.5	218.4	99.6	Normal	0.0523	Normal	
Sindhi Cross	21	Male	163.4	174.7	93.5	Normal	0.0194	Normal	
Local Zebu	9	Female	69.7	73.9	94.3	Normal	0.0889	Normal	
Red Chittagong	58	Male	295.7	321.1	92.1	Normal	0.0512	Normal	
Holstein Cross	41	Male	386.2	387.7	99.6	Normal	0.0371	Normal	
Local Zebu	9	Female	59	73.9	79.8	Underweight	0.0675	Normal	
Local Zebu	35	Female	184.1	200.6	91.8	Normal	0.1344	Normal	
Local Zebu	16	Female	110.7	108	102.5	Normal	0.1323	Normal	
Pabna	66	Female	396.1	375.2	105.6	Normal	0.0763	Normal	
Holstein Cross	68	Female	568.1	554.3	102.5	Normal	-0.0112	Flagged - Possible Pregnancy or Overweight	
Local Zebu	58	Female	166.1	312.8	53.1	Underweight	0.0752	Normal	
Sahiwal	31	Female	214.6	229.4	93.5	Normal	0.1066	Normal	
Sindhi Cross	62	Female	412.8	398.7	103.5	Normal	0.0531	Normal	
Red Chittagong	64	Female	304.5	319.2	95.4	Normal	0.0954	Normal	
Sahiwal	54	Female	368.1	371.4	99.1	Normal	0.0846	Normal	
Sindhi Cross	10	Female	102.8	94.5	108.8	Normal	0.0241	Normal	
Holstein Cross	11	Female	113.7	128.2	88.7	Normal	0.0719	Normal	
Pabna	11	Female	90.8	89.2	101.8	Normal	0.0895	Normal	
Brahman Cross	12	Male	116.3	136.3	85.3	Normal	0.0063	Normal	
Sindhi Cross	42	Female	272.7	281.7	96.8	Normal	0.0718	Normal	
Brahman Cross	12	Female	128.7	123.9	103.9	Normal	0.0606	Normal	
Pabna	63	Male	371.7	395.6	94	Normal	0.0521	Normal	
Local Zebu	23	Female	148.7	142.1	104.6	Normal	0.1454	Normal	
Local Zebu	64	Female	341.7	342	99.9	Normal	0.1258	Normal	
Local Zebu	64	Male	384.5	376.2	102.2	Normal	0.0628	Normal	
Brahman Cross	26	Female	222.8	219.4	101.5	Normal	0.08	Normal	
Local Zebu	63	Female	357.6	337.1	106.1	Normal	0.1212	Normal	
Sahiwal	71	Female	478.3	476.4	100.4	Normal	0	Flagged - Possible Pregnancy or Overweight	
Brahman Cross	11	Female	110.6	117.1	94.4	Normal	0.0497	Normal	
Brahman Cross	25	Male	235.7	233.9	100.8	Normal	0.0297	Normal	
Sahiwal	12	Female	120.2	112.1	107.2	Normal	0.0747	Normal	
Sahiwal	63	Male	470.5	469.7	100.2	Normal	0.0153	Normal	
Sindhi Cross	31	Male	239.7	239.1	100.3	Normal	0.0225	Normal	
Local Zebu	69	Female	355.8	366.4	97.1	Normal	0.0956	Normal	
Local Zebu	69	Male	393.1	403	97.5	Normal	0.0334	Normal	
Pabna	58	Female	312.6	333.6	93.7	Normal	0.1084	Normal	
Local Zebu	41	Female	256.1	229.9	111.4	Normal	0.1366	Normal	
Holstein Cross	12	Male	68.7	149.3	46	Underweight	-0.006	Flagged - Potential Sickness	
Local Zebu	44	Male	258.6	269	96.1	Normal	0.0975	Normal	
Local Zebu	28	Male	172.4	183.2	94.1	Normal	0.081	Normal	
Brahman Cross	28	Female	246.5	233.1	105.7	Normal	0.0755	Normal	
Red Chittagong	10	Male	76.4	80.9	94.4	Normal	0.0233	Normal	
Red Chittagong	54	Female	292.4	273.7	106.8	Normal	0.1147	Normal	
Holstein Cross	14	Male	155.6	165.7	93.9	Normal	0.0332	Normal	
Sahiwal	41	Male	324.5	320.3	101.3	Normal	0.0445	Normal	
Local Zebu	32	Female	173.5	186	93.3	Normal	0.1368	Normal	
Sahiwal	17	Female	175.2	143	122.5	Overweight	0.0904	Normal	
Sindhi Cross	42	Female	263.9	281.7	93.7	Normal	0.0701	Normal	
Local Zebu	51	Female	283.3	278.6	101.7	Normal	0.1392	Normal	
Pabna	69	Female	400.3	390.8	102.4	Normal	0.064	Normal	
Brahman Cross	43	Female	209.3	335.5	62.4	Underweight	0.0663	Normal	
Local Zebu	32	Female	183.2	186	98.5	Normal	0.139	Normal	
Red Chittagong	48	Male	269.1	271	99.3	Normal	0.0695	Normal	
Local Zebu	31	Female	181.8	181.1	100.4	Normal	0.1432	Normal	
Local Zebu	44	Female	242.3	244.5	99.1	Normal	0.1403	Normal	
Local Zebu	48	Male	304.9	290.4	105	Normal	0.0979	Normal	
Brahman Cross	9	Female	136.6	103.4	132.1	Overweight	0.0412	Normal	
Holstein Cross	67	Female	538.5	546.8	98.5	Normal	0.0067	Normal	
Brahman Cross	67	Male	528.7	549.2	96.3	Normal	-0.0336	Flagged - Potential Sickness	
Holstein Cross	48	Female	403.5	404.8	99.7	Normal	0.0593	Normal	
Sindhi Cross	13	Female	150.7	112	134.6	Overweight	0.0376	Normal	
Sahiwal	46	Female	428.7	322	133.1	Overweight	0.0377	Normal	
Sindhi Cross	51	Male	392.4	367.8	106.7	Normal	0.006	Normal	
Holstein Cross	49	Female	437.4	412.3	106.1	Normal	0.0408	Normal	
Holstein Cross	55	Male	494.5	502.8	98.3	Normal	0.003	Normal	
Sahiwal	45	Female	324.4	315.9	102.7	Normal	0.0927	Normal	
Local Zebu	58	Male	368.5	344	107.1	Normal	0.0772	Normal	
Red Chittagong	44	Male	245.3	251	97.7	Normal	0.0687	Normal	
Local Zebu	10	Female	75.7	78.8	96.1	Normal	0.099	Normal	
Pabna	9	Female	70.1	78.8	89	Normal	0.0672	Normal	
Local Zebu	49	Female	253.7	268.9	94.3	Normal	0.1335	Normal	
Pabna	47	Male	294.3	304	96.8	Normal	0.073	Normal	
Holstein Cross	72	Female	565.8	584.2	96.9	Normal	-0.029	Flagged - Potential Sickness	
Sahiwal	64	Female	433.7	433.2	100.1	Normal	0.0653	Normal	
Local Zebu	45	Female	237.8	249.4	95.3	Normal	0.1378	Normal	
Brahman Cross	17	Male	177.3	173.8	102	Normal	0.0178	Normal	
Local Zebu	45	Male	251	274.3	91.5	Normal	0.0929	Normal	
Brahman Cross	32	Male	291.4	286.4	101.7	Normal	0.0207	Normal	
Local Zebu	46	Female	266.8	254.2	105	Normal	0.1401	Normal	
Local Zebu	26	Male	203.6	172.4	118.1	Normal	0.0856	Normal	
Local Zebu	50	Female	279.4	273.8	102	Normal	0.1381	Normal	
Sindhi Cross	42	Female	300.1	281.7	106.5	Normal	0.0687	Normal	
Red Chittagong	49	Female	154.3	251	61.5	Underweight	0.0665	Normal	
Local Zebu	55	Male	353	327.9	107.7	Normal	0.0916	Normal	
Local Zebu	63	Female	343.4	337.1	101.9	Normal	0.1263	Normal	
Holstein Cross	16	Female	155	165.6	93.6	Normal	0.0889	Normal	
Pabna	22	Male	160.2	161	99.5	Normal	0.0653	Normal	
Sahiwal	18	Female	157.5	149.2	105.6	Normal	0.0949	Normal	
Sahiwal	65	Female	440.5	439.4	100.3	Normal	0.0566	Normal	
Local Zebu	39	Female	228.2	220.1	103.7	Normal	0.1372	Normal	
Sahiwal	48	Female	320.6	334.4	95.9	Normal	0.0928	Normal	
Pabna	9	Male	89.2	86.7	102.9	Normal	0.0268	Normal	
Pabna	27	Male	168.4	189.6	88.8	Normal	0.0637	Normal	
Brahman Cross	71	Male	577.6	579.2	99.7	Normal	-0.0648	Flagged - Potential Sickness	
Sahiwal	47	Female	314.7	328.2	95.9	Normal	0.0948	Normal	
Red Chittagong	65	Female	312.7	323.8	96.6	Normal	0.089	Normal	
Brahman Cross	26	Female	238	219.4	108.5	Normal	0.0733	Normal	
Red Chittagong	61	Female	321.9	305.5	105.4	Normal	0.103	Normal	
Sahiwal	36	Male	295.5	286.3	103.2	Normal	0.0494	Normal	
Sahiwal	68	Male	487.3	503.7	96.7	Normal	-0.0117	Flagged - Potential Sickness	
Red Chittagong	18	Female	105.2	109.9	95.7	Normal	0.0938	Normal	
Sindhi Cross	14	Female	136.1	117.9	115.4	Normal	0.0452	Normal	
Brahman Cross	54	Male	453.7	451.6	100.5	Normal	0.0116	Normal	
Local Zebu	33	Female	225.7	190.9	118.2	Normal	0.1355	Normal	
Sindhi Cross	6	Female	77	71.1	108.3	Normal	-0.0146	Flagged - Possible Pregnancy or Overweight	
Pabna	43	Female	258.5	255.6	101.1	Normal	0.1248	Normal	
Local Zebu	46	Male	275	279.7	98.3	Normal	0.0989	Normal	
Brahman Cross	61	Female	460.3	458.3	100.4	Normal	0.0345	Normal	
Sindhi Cross	7	Female	74.7	77	97	Normal	-0.0075	Flagged - Potential Sickness	
Holstein Cross	43	Male	414.8	404.2	102.6	Normal	0.0317	Normal	
Sindhi Cross	6	Female	85.5	71.1	120.3	Overweight	-0.0091	Flagged - Possible Pregnancy or Overweight	
Red Chittagong	42	Female	207.3	219.1	94.6	Normal	0.1151	Normal	
Sahiwal	56	Female	363.8	383.8	94.8	Normal	0.085	Normal	
Red Chittagong	61	Female	278	305.5	91	Normal	0.0929	Normal	
Pabna	30	Female	195.6	188	104	Normal	0.1297	Normal	
Red Chittagong	59	Male	309.5	326.1	94.9	Normal	0.05	Normal	
Brahman Cross	23	Male	186.6	218.9	85.2	Normal	0.0328	Normal	
Local Zebu	68	Female	367.3	361.5	101.6	Normal	0.0948	Normal	
Local Zebu	23	Female	179.5	142.1	126.3	Overweight	0.1392	Normal	
Pabna	60	Female	343.9	344	100	Normal	0.1078	Normal	
Red Chittagong	63	Female	327.2	314.6	104	Normal	0.1014	Normal	
Red Chittagong	6	Female	56.5	55.3	102.2	Normal	0.0134	Normal	
Local Zebu	70	Male	406.9	408.4	99.6	Normal	0.0175	Normal	
Brahman Cross	10	Female	124	110.2	112.5	Normal	0.049	Normal	
Sahiwal	20	Female	157.1	161.5	97.3	Normal	0.0954	Normal	
Local Zebu	41	Female	233.9	229.9	101.7	Normal	0.1381	Normal	
Sindhi Cross	17	Male	153.8	149	103.2	Normal	0.0188	Normal	
Brahman Cross	15	Female	134.4	144.4	93.1	Normal	0.068	Normal	
Brahman Cross	12	Female	138.8	123.9	112	Normal	0.0589	Normal	
Local Zebu	64	Female	339.4	342	99.2	Normal	0.1257	Normal	
Sahiwal	59	Female	391	402.3	97.2	Normal	0.0742	Normal	
Red Chittagong	27	Male	174	165.9	104.9	Normal	0.0692	Normal	
Sahiwal	39	Male	293.2	306.7	95.6	Normal	0.0532	Normal	
Local Zebu	12	Female	88.9	88.5	100.5	Normal	0.1165	Normal	
Sahiwal	9	Male	102.8	102.9	99.9	Normal	0.0164	Normal	
Pabna	41	Male	286	269.7	106	Normal	0.0765	Normal	
Local Zebu	38	Male	243.9	236.8	103	Normal	0.0914	Normal	
Local Zebu	25	Female	151.5	151.9	99.7	Normal	0.1459	Normal	
Local Zebu	36	Female	217.8	205.5	106	Normal	0.1416	Normal	
Holstein Cross	49	Female	433.1	412.3	105	Normal	0.0404	Normal	
Brahman Cross	25	Female	221	212.6	104	Normal	0.0805	Normal	
Red Chittagong	55	Male	306.2	306.1	100	Normal	0.069	Normal	
Brahman Cross	32	Female	240.7	260.4	92.4	Normal	0.0816	Normal	
Local Zebu	39	Female	204.1	220.1	92.7	Normal	0.1364	Normal	
Local Zebu	57	Female	303.3	307.9	98.5	Normal	0.1339	Normal	
Sindhi Cross	35	Female	231.6	240.8	96.2	Normal	0.0685	Normal	
Pabna	24	Female	154	156.8	98.2	Normal	0.1259	Normal	
Red Chittagong	63	Female	315.5	314.6	100.3	Normal	0.1017	Normal	
Pabna	11	Male	106.1	98.1	108.2	Normal	0.0392	Normal	
Red Chittagong	61	Female	304.5	305.5	99.7	Normal	0.1023	Normal	
Local Zebu	40	Male	254.8	247.5	102.9	Normal	0.0963	Normal	
Brahman Cross	56	Female	425.2	424.2	100.2	Normal	0.0476	Normal	
Local Zebu	30	Female	146.6	176.2	83.2	Normal	0.1313	Normal	
Sindhi Cross	46	Female	291	305.1	95.4	Normal	0.0699	Normal	
Holstein Cross	7	Female	96.2	98.3	97.9	Normal	0.0469	Normal	
Sahiwal	50	Male	363.3	381.4	95.3	Normal	0.0429	Normal	
Local Zebu	9	Female	126.3	73.9	170.9	Overweight	0.0982	Normal	
Local Zebu	21	Female	155.3	132.4	117.3	Normal	0.1404	Normal	
Holstein Cross	22	Female	228.7	210.4	108.7	Normal	0.0768	Normal	
Brahman Cross	29	Female	236.7	239.9	98.7	Normal	0.0806	Normal	
Local Zebu	65	Female	369.2	346.9	106.4	Normal	0.1058	Normal	
Pabna	41	Female	247.4	245.2	100.9	Normal	0.1223	Normal	
Brahman Cross	47	Male	394	399.1	98.7	Normal	0.0254	Normal	
Local Zebu	13	Female	84.2	93.4	90.1	Normal	0.1135	Normal	
Local Zebu	39	Male	237.6	242.1	98.1	Normal	0.0927	Normal	
Sindhi Cross	31	Female	211.5	217.4	97.3	Normal	0.064	Normal	
Pabna	24	Female	159.4	156.8	101.7	Normal	0.1261	Normal	
Brahman Cross	19	Female	174.1	171.7	101.4	Normal	0.0638	Normal	
Local Zebu	15	Male	113.5	113.4	100.1	Normal	0.0688	Normal	
Sahiwal	8	Female	94	87.4	107.6	Normal	0.0478	Normal	
Brahman Cross	10	Female	128.1	110.2	116.2	Normal	0.0478	Normal	
Sahiwal	56	Female	398	383.8	103.7	Normal	0.0734	Normal	
Sindhi Cross	68	Female	411.5	433.8	94.9	Normal	0.0376	Normal	
Sahiwal	14	Female	129.5	124.4	104.1	Normal	0.0831	Normal	
Pabna	51	Male	340.9	326.9	104.3	Normal	0.0748	Normal	
Local Zebu	17	Female	92.4	112.9	81.8	Normal	0.1139	Normal	
Red Chittagong	64	Female	315.8	319.2	98.9	Normal	0.0999	Normal	
Local Zebu	11	Female	66.1	83.6	79.1	Underweight	0.0853	Normal	
Red Chittagong	55	Female	251.2	278.2	90.3	Normal	0.104	Normal	
Red Chittagong	16	Female	108.9	100.8	108	Normal	0.1018	Normal	
Local Zebu	10	Male	98	86.6	113.2	Normal	0.0562	Normal	
Brahman Cross	68	Female	497.5	506.1	98.3	Normal	0.0154	Normal	
Brahman Cross	69	Female	474.1	512.9	92.4	Normal	0.0163	Normal	
Pabna	8	Male	95.4	81	117.8	Normal	0.0218	Normal	
Local Zebu	72	Female	386.9	381	101.5	Normal	0.0514	Normal	
Holstein Cross	25	Female	210.7	232.9	90.5	Normal	0.0954	Normal	
Local Zebu	24	Female	217.9	147	148.2	Overweight	0.1261	Normal	
Local Zebu	22	Male	150.7	151	99.8	Normal	0.0891	Normal	
Sindhi Cross	18	Female	150	141.3	106.2	Normal	0.0573	Normal	
Brahman Cross	19	Male	190.6	188.8	101	Normal	0.0186	Normal	
Brahman Cross	14	Female	123	137.6	89.4	Normal	0.0673	Normal	
Holstein Cross	57	Male	537.2	519.3	103.4	Normal	-0.0135	Flagged - Unusual, Needs Review	
Brahman Cross	23	Male	216.5	218.9	98.9	Normal	0.032	Normal	
Local Zebu	11	Female	83.2	83.6	99.5	Normal	0.1122	Normal	
Local Zebu	24	Female	133	147	90.5	Normal	0.1373	Normal	
Red Chittagong	27	Female	144.2	150.8	95.6	Normal	0.1031	Normal	
Local Zebu	18	Female	104.5	117.8	88.7	Normal	0.1264	Normal	
Red Chittagong	26	Male	158.3	160.9	98.4	Normal	0.0728	Normal	
Local Zebu	28	Female	192.2	166.5	115.4	Normal	0.1415	Normal	
Brahman Cross	42	Female	308.1	328.7	93.7	Normal	0.0777	Normal	
Sahiwal	22	Male	167	191.2	87.3	Normal	0.0524	Normal	
Pabna	58	Male	389	367	106	Normal	0.06	Normal	
Sahiwal	29	Female	213.9	217.1	98.5	Normal	0.105	Normal	
Local Zebu	44	Male	134.9	269	50.1	Underweight	0.0503	Normal	
Pabna	18	Female	141.2	125.6	112.4	Normal	0.1157	Normal	
Sindhi Cross	70	Male	481	490	98.2	Normal	-0.0434	Flagged - Potential Sickness	
Brahman Cross	41	Male	381.4	354	107.7	Normal	0.0213	Normal	
Local Zebu	66	Female	361.9	351.8	102.9	Normal	0.1078	Normal	
Sindhi Cross	12	Female	98.9	106.2	93.1	Normal	0.0301	Normal	
Pabna	48	Female	314	281.6	111.5	Normal	0.1177	Normal	
Pabna	19	Female	121.7	130.8	93	Normal	0.1146	Normal	
Local Zebu	9	Female	85	73.9	115	Normal	0.107	Normal	
Sindhi Cross	62	Female	403.2	398.7	101.1	Normal	0.0514	Normal	
Local Zebu	47	Male	304.6	285	106.9	Normal	0.0974	Normal	
Local Zebu	36	Female	228.9	205.5	111.4	Normal	0.1393	Normal	
Red Chittagong	34	Male	201.5	201	100.2	Normal	0.0709	Normal	
Local Zebu	61	Male	348.8	360.1	96.9	Normal	0.0737	Normal	
Pabna	55	Female	324.9	318	102.2	Normal	0.115	Normal	
Local Zebu	51	Female	268.5	278.6	96.4	Normal	0.1406	Normal	
Local Zebu	13	Male	132.9	102.7	129.4	Overweight	0.0689	Normal	
Pabna	59	Male	374.7	372.7	100.5	Normal	0.0622	Normal	
Sindhi Cross	26	Female	182.6	188.1	97.1	Normal	0.0656	Normal	
Brahman Cross	27	Female	229	226.3	101.2	Normal	0.0789	Normal	
Local Zebu	58	Female	292.5	312.8	93.5	Normal	0.1277	Normal	
Sindhi Cross	66	Female	407.5	422.1	96.5	Normal	0.0448	Normal	
Sahiwal	37	Male	311.1	293.1	106.1	Normal	0.0438	Normal	
Local Zebu	25	Female	142	151.9	93.5	Normal	0.1412	Normal	
Red Chittagong	11	Male	70.2	85.9	81.7	Normal	0.0187	Normal	
Sahiwal	10	Female	107.8	99.8	108	Normal	0.0604	Normal	
Holstein Cross	18	Female	198.3	180.5	109.9	Normal	0.0763	Normal	
Brahman Cross	7	Female	100.6	89.8	112	Normal	0.0239	Normal	
Local Zebu	51	Male	321.4	306.5	104.9	Normal	0.0956	Normal	
Local Zebu	67	Female	345.3	356.6	96.8	Normal	0.1073	Normal	
Pabna	9	Female	57.5	78.8	73	Underweight	0.0434	Normal	
Local Zebu	57	Male	361.2	338.7	106.6	Normal	0.0855	Normal	
Brahman Cross	6	Female	78.1	83	94.1	Normal	0.0055	Normal	
Sindhi Cross	48	Female	313	316.8	98.8	Normal	0.0632	Normal	
Sahiwal	32	Female	255.5	235.6	108.4	Normal	0.0966	Normal	
Sindhi Cross	13	Female	120.4	112	107.5	Normal	0.0418	Normal	
Red Chittagong	12	Male	97.7	90.9	107.5	Normal	0.0413	Normal	
Brahman Cross	52	Female	429.4	396.9	108.2	Normal	0.045	Normal	
Sahiwal	32	Male	249.5	259.2	96.3	Normal	0.0531	Normal	
Pabna	67	Female	394.3	380.4	103.7	Normal	0.0743	Normal	
Holstein Cross	32	Female	286.1	285.2	100.3	Normal	0.0715	Normal	
Red Chittagong	40	Female	214	210	101.9	Normal	0.1168	Normal	
Local Zebu	53	Male	340.1	317.2	107.2	Normal	0.0961	Normal	
Pabna	21	Female	148.8	141.2	105.4	Normal	0.1214	Normal	
Holstein Cross	43	Female	375.5	367.4	102.2	Normal	0.0649	Normal	
Brahman Cross	14	Male	167.4	151.3	110.6	Normal	0.0114	Normal	
Local Zebu	56	Female	297.5	303	98.2	Normal	0.1361	Normal	
Sindhi Cross	19	Male	149.3	161.9	92.2	Normal	0.0183	Normal	
Local Zebu	25	Female	136.2	151.9	89.7	Normal	0.1357	Normal	
Brahman Cross	43	Female	306	335.5	91.2	Normal	0.0808	Normal	
Sindhi Cross	66	Male	495.2	464.3	106.7	Normal	-0.038	Flagged - Unusual, Needs Review	
Brahman Cross	43	Male	531.8	369	144.1	Overweight	-0.0245	Flagged - Unusual, Needs Review	
Pabna	48	Female	278.3	281.6	98.8	Normal	0.1233	Normal	
Brahman Cross	47	Female	358.6	362.8	98.8	Normal	0.0747	Normal	
Pabna	62	Female	359	354.4	101.3	Normal	0.1028	Normal	
Sindhi Cross	45	Male	341.4	329.2	103.7	Normal	0.0144	Normal	
Pabna	42	Female	153.3	250.4	61.2	Underweight	0.0907	Normal	
Local Zebu	26	Female	148	156.8	94.4	Normal	0.139	Normal	
Sindhi Cross	25	Male	198	200.5	98.8	Normal	0.021	Normal	
Sindhi Cross	22	Female	168.9	164.7	102.6	Normal	0.0611	Normal	
Local Zebu	10	Female	75	78.8	95.2	Normal	0.0982	Normal	
Local Zebu	63	Female	361.2	337.1	107.1	Normal	0.1187	Normal	
Red Chittagong	9	Female	76.3	68.9	110.7	Normal	0.0648	Normal	
Local Zebu	64	Female	353	342	103.2	Normal	0.1212	Normal	
Sindhi Cross	70	Male	500	490	102	Normal	-0.0526	Flagged - Unusual, Needs Review	
Pabna	43	Female	273.2	255.6	106.9	Normal	0.1263	Normal	
Sindhi Cross	24	Female	179.1	176.4	101.5	Normal	0.0656	Normal	
Sindhi Cross	49	Female	303.2	322.7	94	Normal	0.0597	Normal	
Sindhi Cross	23	Female	176.5	170.6	103.5	Normal	0.0664	Normal	
Local Zebu	34	Female	186	195.8	95	Normal	0.136	Normal	
Local Zebu	30	Female	168.3	176.2	95.5	Normal	0.1393	Normal	
Sindhi Cross	41	Male	312.2	303.4	102.9	Normal	0.0155	Normal	
Holstein Cross	17	Female	191.6	173.1	110.7	Normal	0.077	Normal	
